;Pontos;Nome;Semente;Destino;Enterrada;Distancia;D2;D3;D4;Mudanca;X12;X13;Data;N
1466;AFV16a;Saida;C6;S;N;0;0;0;0;N;NA;1466;2018/07/02;1466
1467;AFV16a;Saida;C7;S;N;0;0;0;0;N;NA;1467;2018/07/02;1467
1468;AFV16a;Saida;C8;P;N;23;0;0;0;N;NA;1468;2018/07/02;1468
1469;AFV16a;Saida;C9;S;N;0;0;0;0;N;NA;1469;2018/07/02;1469
1470;AFV16a;Saida;C10;S;N;79;0;0;0;N;NA;1470;2018/07/02;1470
1472;AFV17a;Casas;C2;D;S;12.5;0;0;0;N;NA;1472;2018/07/02;1472
1473;AFV17a;Casas;C3;D;S;23.3;0;0;0;N;NA;1473;2018/07/02;1473
1474;AFV17a;Casas;C4;D;S;11.4;0;0;0;N;NA;1474;2018/07/02;1474
1479;AFV17a;Casas;C9;RP;S;13.6;0;0;0;N;NA;1479;2018/07/02;1479
1476;AFV17a;Casas;C6;S;N;23.2;0;0;0;N;NA;1476;2018/07/02;1476
1481;AFV18;Escadaria Abaixo;C1;N;N;0;0;0;0;N;NA;1481;2018/07/02;1481
1482;AFV18;Escadaria Abaixo;C2;N;N;0;0;0;0;N;NA;1482;2018/07/02;1482
1483;AFV18;Escadaria Abaixo;C3;N;N;0;0;0;0;N;NA;1483;2018/07/02;1483
1484;AFV18;Escadaria Abaixo;C4;N;N;0;0;0;0;N;NA;1484;2018/07/02;1484
1485;AFV18;Escadaria Abaixo;C5;N;N;0;0;0;0;N;NA;1485;2018/07/02;1485
1486;AFV18;Escadaria Abaixo;C6;N;N;0;0;0;0;N;NA;1486;2018/07/02;1486
1487;AFV18;Escadaria Abaixo;C7;N;N;0;0;0;0;N;NA;1487;2018/07/02;1487
1488;AFV18;Escadaria Abaixo;C8;N;N;0;0;0;0;N;NA;1488;2018/07/02;1488
1489;AFV18;Escadaria Abaixo;C9;N;N;0;0;0;0;N;NA;1489;2018/07/02;1489
1490;AFV18;Escadaria Abaixo;C10;N;N;0;0;0;0;N;NA;1490;2018/07/02;1490
1491;AFV15;Cova da Onca;C1;N;N;0;0;0;0;N;NA;1491;2018/07/02;1491
1492;AFV15;Cova da Onca;C2;N;N;0;0;0;0;N;NA;1492;2018/07/02;1492
1493;AFV15;Cova da Onca;C3;N;N;0;0;0;0;N;NA;1493;2018/07/02;1493
1494;AFV15;Cova da Onca;C4;N;N;0;0;0;0;N;NA;1494;2018/07/02;1494
1495;AFV15;Cova da Onca;C5;N;N;0;0;0;0;N;NA;1495;2018/07/02;1495
1496;AFV15;Cova da Onca;C6;N;N;0;0;0;0;N;NA;1496;2018/07/02;1496
1497;AFV15;Cova da Onca;C7;N;N;0;0;0;0;N;NA;1497;2018/07/02;1497
1498;AFV15;Cova da Onca;C8;N;N;0;0;0;0;N;NA;1498;2018/07/02;1498
1499;AFV15;Cova da Onca;C9;N;N;0;0;0;0;N;NA;1499;2018/07/02;1499
1500;AFV15;Cova da Onca;C10;N;N;0;0;0;0;N;NA;1500;2018/07/02;1500
1502;AFV12;Anathema;C2;D;S;18.2;0;0;0;N;NA;1502;2018/07/02;1502
1504;AFV12;Anathema;C4;D;N;22;0;0;0;N;NA;1504;2018/07/02;1504
1506;AFV12;Anathema;C6;D;S;30;17;0;0;N;NA;1506;2018/07/02;1506
1507;AFV12;Anathema;C7;D;S;21;8.2;7;0;N;NA;1507;2018/07/02;1507
1508;AFV12;Anathema;C8;RP;N;0;0;0;0;S;NA;1508;2018/07/02;1508
1511;AFV19;Cascatinha;C1;N;N;0;0;0;0;N;NA;1511;2018/07/02;1511
1512;AFV19;Cascatinha;C2;N;N;0;0;0;0;N;NA;1512;2018/07/02;1512
1513;AFV19;Cascatinha;C3;N;N;0;0;0;0;N;NA;1513;2018/07/02;1513
1514;AFV19;Cascatinha;C4;N;N;0;0;0;0;N;NA;1514;2018/07/02;1514
1515;AFV19;Cascatinha;C5;N;N;0;0;0;0;N;NA;1515;2018/07/02;1515
1516;AFV19;Cascatinha;C6;N;N;0;0;0;0;N;NA;1516;2018/07/02;1516
1517;AFV19;Cascatinha;C7;N;N;0;0;0;0;N;NA;1517;2018/07/02;1517
1518;AFV19;Cascatinha;C8;N;N;0;0;0;0;N;NA;1518;2018/07/02;1518
1519;AFV19;Cascatinha;C9;N;N;0;0;0;0;N;NA;1519;2018/07/02;1519
1520;AFV19;Cascatinha;C10;N;N;0;0;0;0;N;NA;1520;2018/07/02;1520
1477;AFV17a;Casas;C7;S;N;14.4;0;0;0;N;NA;1477;2018/07/02;1477
1478;AFV17a;Casas;C8;S;N;2;0;0;0;N;NA;1478;2018/07/02;1478
1450;AFV04;Estrada Excelsior;C10;S;N;0;0;0;0;N;NA;1450;2018/07/02;1450
1448;AFV04;Estrada Excelsior;C8;S;N;0;0;0;0;N;NA;1448;2018/07/02;1448
1449;AFV04;Estrada Excelsior;C9;S;N;0;0;0;0;N;NA;1449;2018/07/02;1449
1346;AFV01;Restaurante Acima;C6;S;N;8.7;0;0;0;N;NA;1346;2018/07/02;1346
1349;AFV01;Restaurante Acima;C9;S;N;0;0;0;0;N;NA;1349;2018/07/02;1349
1691;AFV12;Anathema;C1;P;N;0;0;0;0;N;NA;1691;2018/08/01;1691
1700;AFV12;Anathema;C10;P;N;6.1;0;0;0;N;NA;1700;2018/08/01;1700
1693;AFV12;Anathema;C3;P;S;7;0;0;0;N;NA;1693;2018/08/01;1693
1695;AFV12;Anathema;C5;P;N;0;0;0;0;N;NA;1695;2018/08/01;1695
1698;AFV12;Anathema;C8;P;N;0;0;0;0;N;NA;1698;2018/08/01;1698
1699;AFV12;Anathema;C9;S;N;0;0;0;0;N;NA;1699;2018/08/01;1699
1561;AFV05b;Banheiro;C1;S;N;66.5;0;0;0;N;NA;1561;2018/08/01;1561
1563;AFV05b;Banheiro;C3;S;N;39.2;0;0;0;N;NA;1563;2018/08/01;1563
1568;AFV05b;Banheiro;C8;S;N;0;0;0;0;N;NA;1568;2018/08/01;1568
1569;AFV05b;Banheiro;C9;S;N;0;0;0;0;N;NA;1569;2018/08/01;1569
1591;AFV14;Capela;C1;S;N;0;0;0;0;S;NA;1591;2018/08/01;1591
1600;AFV14;Capela;C10;S;N;0;0;0;0;N;NA;1600;2018/08/01;1600
1593;AFV14;Capela;C3;S;N;0;0;0;0;N;NA;1593;2018/08/01;1593
1595;AFV14;Capela;C5;S;N;21;0;0;0;N;NA;1595;2018/08/01;1595
1598;AFV14;Capela;C8;S;N;0;0;0;0;N;NA;1598;2018/08/01;1598
1599;AFV14;Capela;C9;S;N;14;0;0;0;N;NA;1599;2018/08/01;1599
1581;AFV11;Casa do Pesquisador;C1;S;N;60;0;0;0;N;NA;1581;2018/08/01;1581
1590;AFV11;Casa do Pesquisador;C10;S;N;33;0;0;0;N;NA;1590;2018/08/01;1590
1585;AFV11;Casa do Pesquisador;C5;S;S;30;0;0;0;N;NA;1585;2018/08/01;1585
1587;AFV11;Casa do Pesquisador;C7;S;N;14;0;0;0;N;NA;1587;2018/08/01;1587
1588;AFV11;Casa do Pesquisador;C8;S;N;49;0;0;0;N;NA;1588;2018/08/01;1588
1589;AFV11;Casa do Pesquisador;C9;S;N;12;0;0;0;N;NA;1589;2018/08/01;1589
1661;AFV17a;Casas;C1;P;N;11.6;0;0;0;N;NA;1661;2018/08/01;1661
1670;AFV17a;Casas;C10;P;N;2;0;0;0;N;NA;1670;2018/08/01;1670
1665;AFV17a;Casas;C5;S;N;0;0;0;0;N;NA;1665;2018/08/01;1665
1666;AFV17a;Casas;C6;S;N;23.2;0;0;0;N;NA;1666;2018/08/01;1666
1521;AFV07;Lago das Fadas;C1;S;N;0;0;0;0;N;NA;1521;2018/08/01;1521
1522;AFV07;Lago das Fadas;C2;S;N;0;0;0;0;N;NA;1522;2018/08/01;1522
1523;AFV07;Lago das Fadas;C3;S;N;0;0;0;0;N;NA;1523;2018/08/01;1523
1524;AFV07;Lago das Fadas;C4;P;N;0;0;0;0;N;NA;1524;2018/08/01;1524
1525;AFV07;Lago das Fadas;C5;P;N;0;0;0;0;N;NA;1525;2018/08/01;1525
1526;AFV07;Lago das Fadas;C6;P;N;0;0;0;0;N;NA;1526;2018/08/01;1526
1527;AFV07;Lago das Fadas;C7;P;N;0;0;0;0;N;NA;1527;2018/08/01;1527
1528;AFV07;Lago das Fadas;C8;S;N;0;0;0;0;N;NA;1528;2018/08/01;1528
1529;AFV07;Lago das Fadas;C9;S;N;0;0;0;0;N;NA;1529;2018/08/01;1529
1530;AFV07;Lago das Fadas;C10;P;N;0;0;0;0;N;NA;1530;2018/08/01;1530
1531;AFV01;Restaurante Acima;C1;N;N;0;0;0;0;N;NA;1531;2018/08/01;1531
1532;AFV01;Restaurante Acima;C2;D;S;8.7;0;0;0;N;NA;1532;2018/08/01;1532
1533;AFV01;Restaurante Acima;C3;N;N;12;0;0;0;N;NA;1533;2018/08/01;1533
1534;AFV01;Restaurante Acima;C4;N;N;8.7;0;0;0;N;NA;1534;2018/08/01;1534
1535;AFV01;Restaurante Acima;C5;D;S;12;0;0;0;N;NA;1535;2018/08/01;1535
1537;AFV01;Restaurante Acima;C7;N;N;12;0;0;0;N;NA;1537;2018/08/01;1537
1538;AFV01;Restaurante Acima;C8;N;N;0;0;0;0;N;NA;1538;2018/08/01;1538
1540;AFV01;Restaurante Acima;C10;N;N;0;0;0;0;N;NA;1540;2018/08/01;1540
1541;AFV20;Grutas;C1;P;N;0;0;0;0;N;NA;1541;2018/08/01;1541
1542;AFV20;Grutas;C2;S;N;0;0;0;0;N;NA;1542;2018/08/01;1542
1543;AFV20;Grutas;C3;P;N;0;0;0;0;N;NA;1543;2018/08/01;1543
1544;AFV20;Grutas;C4;P;N;0;0;0;0;N;NA;1544;2018/08/01;1544
1545;AFV20;Grutas;C5;P;N;0;0;0;0;N;NA;1545;2018/08/01;1545
1546;AFV20;Grutas;C6;P;N;0;0;0;0;N;NA;1546;2018/08/01;1546
1547;AFV20;Grutas;C7;S;N;0;0;0;0;N;NA;1547;2018/08/01;1547
1548;AFV20;Grutas;C8;P;N;0;0;0;0;N;NA;1548;2018/08/01;1548
1549;AFV20;Grutas;C9;S;N;0;0;0;0;N;NA;1549;2018/08/01;1549
1550;AFV20;Grutas;C10;P;N;0;0;0;0;N;NA;1550;2018/08/01;1550
1558;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;1558;2018/08/01;1558
39;AFV06;Muro;C9;N;N;0;0;0;0;N;NA;39;2018/04/20;39
229;AFV06;Muro;C9;N;N;0;0;0;0;N;NA;229;2018/04/24;229
419;AFV06;Muro;C9;N;N;0;0;0;0;N;NA;419;2018/05/02;419
609;AFV06;Muro;C9;N;N;0;0;0;0;N;NA;609;2018/05/09;609
799;AFV06;Muro;C9;N;N;0;0;0;0;N;NA;799;2018/05/16;799
989;AFV06;Muro;C9;N;N;0;0;0;0;N;NA;989;2018/05/30;989
1179;AFV06;Muro;C9;N;N;0;0;0;0;N;NA;1179;2018/06/14;1179
1369;AFV06;Muro;C9;P;N;0;0;0;0;S;NA;1369;2018/07/02;1369
1559;AFV06;Muro;C9;P;N;0;0;0;0;N;NA;1559;2018/08/01;1559
1562;AFV05b;Banheiro;C2;D;S;17;0;0;0;N;NA;1562;2018/08/01;1562
1564;AFV05b;Banheiro;C4;N;N;0;0;0;0;N;NA;1564;2018/08/01;1564
1565;AFV05b;Banheiro;C5;N;N;0;0;0;0;N;NA;1565;2018/08/01;1565
1566;AFV05b;Banheiro;C6;N;N;0;0;0;0;N;NA;1566;2018/08/01;1566
1567;AFV05b;Banheiro;C7;D;S;14;0;0;0;N;NA;1567;2018/08/01;1567
1667;AFV17a;Casas;C7;S;N;14.4;0;0;0;N;NA;1667;2018/08/01;1667
1570;AFV05b;Banheiro;C10;N;N;0;0;0;0;N;NA;1570;2018/08/01;1570
1571;AFV10a;Banheira;C1;P;N;0;0;0;0;N;NA;1571;2018/08/01;1571
1572;AFV10a;Banheira;C2;RP;N;0;0;0;0;N;NA;1572;2018/08/01;1572
1573;AFV10a;Banheira;C3;P;N;0;0;0;0;N;NA;1573;2018/08/01;1573
1574;AFV10a;Banheira;C4;P;N;0;0;0;0;N;NA;1574;2018/08/01;1574
1575;AFV10a;Banheira;C5;RP;N;0;0;0;0;N;NA;1575;2018/08/01;1575
1576;AFV10a;Banheira;C6;RP;S;3;0;0;0;N;NA;1576;2018/08/01;1576
1577;AFV10a;Banheira;C7;N;N;0;0;0;0;N;NA;1577;2018/08/01;1577
1578;AFV10a;Banheira;C8;S;N;0;0;0;0;N;NA;1578;2018/08/01;1578
1579;AFV10a;Banheira;C9;N;N;0;0;0;0;N;NA;1579;2018/08/01;1579
1580;AFV10a;Banheira;C10;S;N;0;0;0;0;S;NA;1580;2018/08/01;1580
1582;AFV11;Casa do Pesquisador;C2;D;S;28.5;0;0;0;N;NA;1582;2018/08/01;1582
1583;AFV11;Casa do Pesquisador;C3;D;S;30;21;0;0;N;NA;1583;2018/08/01;1583
1584;AFV11;Casa do Pesquisador;C4;D;S;65;32;16;0;N;NA;1584;2018/08/01;1584
1586;AFV11;Casa do Pesquisador;C6;D;S;14.5;0;0;0;N;NA;1586;2018/08/01;1586
1592;AFV14;Capela;C2;D;S;26.6;0;0;0;N;NA;1592;2018/08/01;1592
1668;AFV17a;Casas;C8;S;N;2;0;0;0;N;NA;1668;2018/08/01;1668
1594;AFV14;Capela;C4;D;S;12.2;0;0;0;N;NA;1594;2018/08/01;1594
1596;AFV14;Capela;C6;D;S;22.7;0;0;0;S;NA;1596;2018/08/01;1596
1597;AFV14;Capela;C7;N;N;0;0;0;0;N;NA;1597;2018/08/01;1597
1601;AFV13;Centro de Visitantes;C1;RP;N;19;0;0;0;N;NA;1601;2018/08/01;1601
1602;AFV13;Centro de Visitantes;C2;RP;N;33;0;0;0;N;NA;1602;2018/08/01;1602
1603;AFV13;Centro de Visitantes;C3;RP;N;0;0;0;0;N;NA;1603;2018/08/01;1603
1604;AFV13;Centro de Visitantes;C4;RP;N;0;0;0;0;N;NA;1604;2018/08/01;1604
1605;AFV13;Centro de Visitantes;C5;RP;N;0;0;0;0;N;NA;1605;2018/08/01;1605
1606;AFV13;Centro de Visitantes;C6;RP;N;0;0;0;0;N;NA;1606;2018/08/01;1606
1607;AFV13;Centro de Visitantes;C7;RP;N;0;0;0;0;N;NA;1607;2018/08/01;1607
1608;AFV13;Centro de Visitantes;C8;RP;N;0;0;0;0;N;NA;1608;2018/08/01;1608
1609;AFV13;Centro de Visitantes;C9;D;S;41.3;0;0;0;N;NA;1609;2018/08/01;1609
1610;AFV13;Centro de Visitantes;C10;RP;N;0;0;0;0;N;NA;1610;2018/08/01;1610
1611;AFV08;Cercado;C1;P;N;17;0;0;0;N;NA;1611;2018/08/01;1611
1612;AFV08;Cercado;C2;S;N;16;0;0;0;N;NA;1612;2018/08/01;1612
1613;AFV08;Cercado;C3;P;N;25;0;0;0;N;NA;1613;2018/08/01;1613
1614;AFV08;Cercado;C4;RP;N;15;0;0;0;N;NA;1614;2018/08/01;1614
1615;AFV08;Cercado;C5;D;S;51;8.5;0;0;N;NA;1615;2018/08/01;1615
1616;AFV08;Cercado;C6;P;N;15;0;0;0;N;NA;1616;2018/08/01;1616
1617;AFV08;Cercado;C7;P;N;15;0;0;0;N;NA;1617;2018/08/01;1617
1618;AFV08;Cercado;C8;RP;N;21.3;0;0;0;N;NA;1618;2018/08/01;1618
1619;AFV08;Cercado;C9;P;N;15;0;0;0;N;NA;1619;2018/08/01;1619
1620;AFV08;Cercado;C10;RP;N;32;0;0;0;N;NA;1620;2018/08/01;1620
1628;AFV03;Circuito Mylena;C8;S;N;0;0;0;0;N;NA;1628;2018/08/01;1628
109;AFV03;Circuito Mylena;C9;N;N;0;0;0;0;N;NA;109;2018/04/20;109
299;AFV03;Circuito Mylena;C9;N;N;0;0;0;0;N;NA;299;2018/04/24;299
489;AFV03;Circuito Mylena;C9;N;N;0;0;0;0;N;NA;489;2018/05/02;489
679;AFV03;Circuito Mylena;C9;N;N;0;0;0;0;N;NA;679;2018/05/09;679
869;AFV03;Circuito Mylena;C9;S;N;0;0;0;0;S;NA;869;2018/05/16;869
1059;AFV03;Circuito Mylena;C9;S;N;0;0;0;0;N;NA;1059;2018/05/30;1059
1249;AFV03;Circuito Mylena;C9;S;N;0;0;0;0;N;NA;1249;2018/06/14;1249
1439;AFV03;Circuito Mylena;C9;S;N;0;0;0;0;N;NA;1439;2018/07/02;1439
1629;AFV03;Circuito Mylena;C9;S;N;0;0;0;0;N;NA;1629;2018/08/01;1629
1631;AFV04;Estrada Excelsior;C1;D;S;12;0;0;0;N;NA;1631;2018/08/01;1631
1632;AFV04;Estrada Excelsior;C2;D;S;21;0;0;0;N;NA;1632;2018/08/01;1632
1633;AFV04;Estrada Excelsior;C3;N;N;0;0;0;0;N;NA;1633;2018/08/01;1633
1634;AFV04;Estrada Excelsior;C4;N;N;0;0;0;0;N;NA;1634;2018/08/01;1634
1635;AFV04;Estrada Excelsior;C5;N;N;0;0;0;0;N;NA;1635;2018/08/01;1635
1636;AFV04;Estrada Excelsior;C6;N;N;0;0;0;0;N;NA;1636;2018/08/01;1636
1637;AFV04;Estrada Excelsior;C7;N;N;0;0;0;0;N;NA;1637;2018/08/01;1637
1640;AFV04;Estrada Excelsior;C10;S;N;0;0;0;0;N;NA;1640;2018/08/01;1640
1641;AFV09;Cercado Acima;C1;P;N;12;0;0;0;N;NA;1641;2018/08/01;1641
1642;AFV09;Cercado Acima;C2;RP;N;13;0;0;0;N;NA;1642;2018/08/01;1642
1643;AFV09;Cercado Acima;C3;RP;N;19;0;0;0;N;NA;1643;2018/08/01;1643
1644;AFV09;Cercado Acima;C4;RP;N;19;0;0;0;N;NA;1644;2018/08/01;1644
1645;AFV09;Cercado Acima;C5;RP;N;0;0;0;0;N;NA;1645;2018/08/01;1645
1646;AFV09;Cercado Acima;C6;RP;N;0;0;0;0;N;NA;1646;2018/08/01;1646
1647;AFV09;Cercado Acima;C7;RP;N;0;0;0;0;N;NA;1647;2018/08/01;1647
1648;AFV09;Cercado Acima;C8;P;N;0;0;0;0;N;NA;1648;2018/08/01;1648
1649;AFV09;Cercado Acima;C9;P;N;0;0;0;0;N;NA;1649;2018/08/01;1649
1650;AFV09;Cercado Acima;C10;P;N;12;0;0;0;N;NA;1650;2018/08/01;1650
1651;AFV16a;Saida;C1;S;N;0;0;0;0;N;NA;1651;2018/08/01;1651
1652;AFV16a;Saida;C2;RP;S;16;0;0;0;S;NA;1652;2018/08/01;1652
1653;AFV16a;Saida;C3;S;N;0;0;0;0;N;NA;1653;2018/08/01;1653
1654;AFV16a;Saida;C4;S;N;0;0;0;0;N;NA;1654;2018/08/01;1654
1655;AFV16a;Saida;C5;S;N;0;0;0;0;N;NA;1655;2018/08/01;1655
1656;AFV16a;Saida;C6;S;N;0;0;0;0;N;NA;1656;2018/08/01;1656
1657;AFV16a;Saida;C7;S;N;0;0;0;0;N;NA;1657;2018/08/01;1657
1658;AFV16a;Saida;C8;P;N;23;0;0;0;N;NA;1658;2018/08/01;1658
1659;AFV16a;Saida;C9;S;N;0;0;0;0;N;NA;1659;2018/08/01;1659
1660;AFV16a;Saida;C10;S;N;79;0;0;0;N;NA;1660;2018/08/01;1660
1662;AFV17a;Casas;C2;D;S;12.5;0;0;0;N;NA;1662;2018/08/01;1662
1663;AFV17a;Casas;C3;D;S;23.3;0;0;0;N;NA;1663;2018/08/01;1663
1664;AFV17a;Casas;C4;RP;S;11.4;0;0;0;S;NA;1664;2018/08/01;1664
1638;AFV04;Estrada Excelsior;C8;S;N;0;0;0;0;N;NA;1638;2018/08/01;1638
1669;AFV17a;Casas;C9;RP;S;13.6;0;0;0;N;NA;1669;2018/08/01;1669
1639;AFV04;Estrada Excelsior;C9;S;N;0;0;0;0;N;NA;1639;2018/08/01;1639
1671;AFV18;Escadaria Abaixo;C1;N;N;0;0;0;0;N;NA;1671;2018/08/01;1671
1672;AFV18;Escadaria Abaixo;C2;N;N;0;0;0;0;N;NA;1672;2018/08/01;1672
1673;AFV18;Escadaria Abaixo;C3;N;N;0;0;0;0;N;NA;1673;2018/08/01;1673
1674;AFV18;Escadaria Abaixo;C4;N;N;0;0;0;0;N;NA;1674;2018/08/01;1674
1675;AFV18;Escadaria Abaixo;C5;N;N;0;0;0;0;N;NA;1675;2018/08/01;1675
1676;AFV18;Escadaria Abaixo;C6;N;N;0;0;0;0;N;NA;1676;2018/08/01;1676
1677;AFV18;Escadaria Abaixo;C7;N;N;0;0;0;0;N;NA;1677;2018/08/01;1677
1678;AFV18;Escadaria Abaixo;C8;N;N;0;0;0;0;N;NA;1678;2018/08/01;1678
1679;AFV18;Escadaria Abaixo;C9;N;N;0;0;0;0;N;NA;1679;2018/08/01;1679
1680;AFV18;Escadaria Abaixo;C10;N;N;0;0;0;0;N;NA;1680;2018/08/01;1680
1681;AFV15;Cova da Onca;C1;N;N;0;0;0;0;N;NA;1681;2018/08/01;1681
1682;AFV15;Cova da Onca;C2;N;N;0;0;0;0;N;NA;1682;2018/08/01;1682
1683;AFV15;Cova da Onca;C3;N;N;0;0;0;0;N;NA;1683;2018/08/01;1683
1684;AFV15;Cova da Onca;C4;N;N;0;0;0;0;N;NA;1684;2018/08/01;1684
1685;AFV15;Cova da Onca;C5;N;N;0;0;0;0;N;NA;1685;2018/08/01;1685
1686;AFV15;Cova da Onca;C6;N;N;0;0;0;0;N;NA;1686;2018/08/01;1686
1687;AFV15;Cova da Onca;C7;N;N;0;0;0;0;N;NA;1687;2018/08/01;1687
1688;AFV15;Cova da Onca;C8;N;N;0;0;0;0;N;NA;1688;2018/08/01;1688
1689;AFV15;Cova da Onca;C9;N;N;0;0;0;0;N;NA;1689;2018/08/01;1689
1690;AFV15;Cova da Onca;C10;N;N;0;0;0;0;N;NA;1690;2018/08/01;1690
1692;AFV12;Anathema;C2;D;S;18.2;0;0;0;N;NA;1692;2018/08/01;1692
1694;AFV12;Anathema;C4;RP;N;22;0;0;0;S;NA;1694;2018/08/01;1694
1536;AFV01;Restaurante Acima;C6;S;N;8.7;0;0;0;N;NA;1536;2018/08/01;1536
1696;AFV12;Anathema;C6;RP;S;30;17;0;0;S;NA;1696;2018/08/01;1696
1697;AFV12;Anathema;C7;D;S;21;8.2;7;0;N;NA;1697;2018/08/01;1697
1539;AFV01;Restaurante Acima;C9;S;N;0;0;0;0;N;NA;1539;2018/08/01;1539
1701;AFV19;Cascatinha;C1;N;N;0;0;0;0;N;NA;1701;2018/08/01;1701
1702;AFV19;Cascatinha;C2;N;N;0;0;0;0;N;NA;1702;2018/08/01;1702
1703;AFV19;Cascatinha;C3;N;N;0;0;0;0;N;NA;1703;2018/08/01;1703
1704;AFV19;Cascatinha;C4;N;N;0;0;0;0;N;NA;1704;2018/08/01;1704
1705;AFV19;Cascatinha;C5;N;N;0;0;0;0;N;NA;1705;2018/08/01;1705
1706;AFV19;Cascatinha;C6;N;N;0;0;0;0;N;NA;1706;2018/08/01;1706
1707;AFV19;Cascatinha;C7;N;N;0;0;0;0;N;NA;1707;2018/08/01;1707
1708;AFV19;Cascatinha;C8;N;N;0;0;0;0;N;NA;1708;2018/08/01;1708
1709;AFV19;Cascatinha;C9;N;N;0;0;0;0;N;NA;1709;2018/08/01;1709
1710;AFV19;Cascatinha;C10;N;N;0;0;0;0;N;NA;1710;2018/08/01;1710
