"","X","Pontos","Nome","Semente","Destino","Enterrada","Distancia","D2","D3","D4","Mudanca","X12","X13","Data","Trinta","Sessenta","Cento_e_vinte"
"880",880,"AFV11","Casa do Pesquisador","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",28,28,27
"881",881,"AFV11","Casa do Pesquisador","C6","D","S",14.5,0,0,0,"N",NA,NA,"2018-05-16",28,28,27
"882",882,"AFV11","Casa do Pesquisador","C10","S","N",33,0,0,0,"S",NA,NA,"2018-04-20",28,28,27
"883",883,"AFV11","Casa do Pesquisador","C10","S","N",33,0,0,0,"N",NA,NA,"2018-04-24",28,28,27
"884",884,"AFV11","Casa do Pesquisador","C4","D","S",65,32,16,0,"N",NA,NA,"2018-05-16",28,28,27
"885",885,"AFV11","Casa do Pesquisador","C2","D","S",28.5,0,0,0,"N",NA,NA,"2018-08-01",28,28,27
"886",886,"AFV11","Casa do Pesquisador","C2","D","S",28.5,0,0,0,"N",NA,NA,"2018-05-02",28,28,27
"887",887,"AFV11","Casa do Pesquisador","C6","D","S",14.5,0,0,0,"S",NA,NA,"2018-04-20",28,28,27
"888",888,"AFV11","Casa do Pesquisador","C7","S","N",14,0,0,0,"S",NA,NA,"2018-04-24",28,28,27
"889",889,"AFV11","Casa do Pesquisador","C9","S","N",12,0,0,0,"N",NA,NA,"2018-05-09",28,28,27
"890",890,"AFV11","Casa do Pesquisador","C9","S","N",12,0,0,0,"N",NA,NA,"2018-06-14",28,28,27
"891",891,"AFV11","Casa do Pesquisador","C6","D","S",14.5,0,0,0,"N",NA,NA,"2018-05-09",28,28,27
"892",892,"AFV11","Casa do Pesquisador","C2","D","S",28.5,0,0,0,"N",NA,NA,"2018-05-09",28,28,27
"893",893,"AFV11","Casa do Pesquisador","C8","S","N",49,0,0,0,"N",NA,NA,"2018-05-09",28,28,27
"894",894,"AFV11","Casa do Pesquisador","C8","S","N",49,0,0,0,"N",NA,NA,"2018-06-14",28,28,27
"895",895,"AFV11","Casa do Pesquisador","C9","S","N",12,0,0,0,"N",NA,NA,"2018-08-01",28,28,27
"896",896,"AFV11","Casa do Pesquisador","C4","D","S",16,0,0,0,"N",NA,NA,"2018-04-24",28,28,27
"897",897,"AFV11","Casa do Pesquisador","C4","D","S",65,32,16,0,"N",NA,NA,"2018-06-14",28,28,27
"898",898,"AFV11","Casa do Pesquisador","C4","D","S",16,0,0,0,"S",NA,NA,"2018-04-20",28,28,27
"899",899,"AFV11","Casa do Pesquisador","C9","S","N",12,0,0,0,"N",NA,NA,"2018-05-16",28,28,27
"900",900,"AFV11","Casa do Pesquisador","C8","S","N",49,0,0,0,"N",NA,NA,"2018-05-16",28,28,27
"901",901,"AFV12","Anathema","C10","P","N",6.1,0,0,0,"N",NA,NA,"2018-08-01",38.4,34.8,34.8
"902",902,"AFV12","Anathema","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",38.4,34.8,34.8
"903",903,"AFV12","Anathema","C7","D","S",21,8.2,7,0,"S",NA,NA,"2018-05-16",38.4,34.8,34.8
"904",904,"AFV12","Anathema","C1","P","N",0,0,0,0,"S",NA,NA,"2018-05-09",38.4,34.8,34.8
"905",905,"AFV12","Anathema","C1","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",38.4,34.8,34.8
"906",906,"AFV12","Anathema","C7","D","S",15.5,0,0,0,"S","PROCURAR",NA,"2018-05-02",38.4,34.8,34.8
"907",907,"AFV12","Anathema","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",38.4,34.8,34.8
"908",908,"AFV12","Anathema","C1","P","N",0,0,0,0,"N",NA,NA,"2018-05-16",38.4,34.8,34.8
"909",909,"AFV12","Anathema","C1","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",38.4,34.8,34.8
"910",910,"AFV12","Anathema","C2","D","S",18.2,0,0,0,"N",NA,NA,"2018-07-02",38.4,34.8,34.8
"911",911,"AFV12","Anathema","C10","P","N",6.1,0,0,0,"N",NA,NA,"2018-07-02",38.4,34.8,34.8
"912",912,"AFV12","Anathema","C1","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",38.4,34.8,34.8
"913",913,"AFV12","Anathema","C2","D","S",18.2,0,0,0,"N",NA,NA,"2018-06-14",38.4,34.8,34.8
"914",914,"AFV12","Anathema","C2","D","S",18.2,0,0,0,"N",NA,NA,"2018-05-16",38.4,34.8,34.8
"915",915,"AFV12","Anathema","C10","P","N",6.1,0,0,0,"N",NA,NA,"2018-05-30",38.4,34.8,34.8
"916",916,"AFV12","Anathema","C10","P","N",6.1,0,0,0,"S",NA,NA,"2018-05-09",38.4,34.8,34.8
"917",917,"AFV12","Anathema","C6","D","S",14.2,0,0,0,"N",NA,NA,"2018-05-09",38.4,34.8,34.8
"918",918,"AFV12","Anathema","C6","D","S",30,17,0,0,"N",NA,NA,"2018-06-14",38.4,34.8,34.8
"919",919,"AFV12","Anathema","C6","D","S",30,17,0,0,"S",NA,NA,"2018-05-16",38.4,34.8,34.8
"920",920,"AFV12","Anathema","C3","D","S",7,0,0,0,"S",NA,NA,"2018-05-02",38.4,34.8,34.8
"921",921,"AFV12","Anathema","C7","D","S",21,8.2,7,0,"N",NA,NA,"2018-06-14",38.4,34.8,34.8
"922",922,"AFV12","Anathema","C4","D","N",22,0,0,0,"S",NA,NA,"2018-05-16",38.4,34.8,34.8
"923",923,"AFV12","Anathema","C10","P","N",6.1,0,0,0,"N",NA,NA,"2018-06-14",38.4,34.8,34.8
"924",924,"AFV12","Anathema","C5","P","N",0,0,0,0,"N",NA,NA,"2018-05-16",38.4,34.8,34.8
"925",925,"AFV12","Anathema","C2","D","S",18.2,0,0,0,"N",NA,NA,"2018-05-09",38.4,34.8,34.8
"926",926,"AFV12","Anathema","C5","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",38.4,34.8,34.8
"927",927,"AFV12","Anathema","C5","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",38.4,34.8,34.8
"928",928,"AFV12","Anathema","C1","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",38.4,34.8,34.8
"929",929,"AFV12","Anathema","C1","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",38.4,34.8,34.8
"930",930,"AFV12","Anathema","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",38.4,34.8,34.8
"931",931,"AFV12","Anathema","C7","D","S",21,8.2,7,0,"N",NA,NA,"2018-05-30",38.4,34.8,34.8
"932",932,"AFV12","Anathema","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",38.4,34.8,34.8
"933",933,"AFV12","Anathema","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",38.4,34.8,34.8
"934",934,"AFV12","Anathema","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",38.4,34.8,34.8
"935",935,"AFV12","Anathema","C8","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",38.4,34.8,34.8
"936",936,"AFV12","Anathema","C7","D","S",24,8.2,0,0,"S",NA,NA,"2018-05-09",38.4,34.8,34.8
"937",937,"AFV12","Anathema","C10","P","N",6.1,0,0,0,"N",NA,NA,"2018-05-16",38.4,34.8,34.8
"938",938,"AFV12","Anathema","C8","P","N",0,0,0,0,"S",NA,NA,"2018-07-02",38.4,34.8,34.8
"939",939,"AFV12","Anathema","C8","P","N",0,0,0,0,"S",NA,NA,"2018-05-09",38.4,34.8,34.8
"940",940,"AFV12","Anathema","C8","P","S",12,0,0,0,"S",NA,NA,"2018-06-14",38.4,34.8,34.8
"941",941,"AFV12","Anathema","C6","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",38.4,34.8,34.8
"942",942,"AFV12","Anathema","C6","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",38.4,34.8,34.8
"943",943,"AFV12","Anathema","C2","D","S",18.2,0,0,0,"S",NA,NA,"2018-05-02",38.4,34.8,34.8
"944",944,"AFV12","Anathema","C6","D","S",30,17,0,0,"N",NA,NA,"2018-05-30",38.4,34.8,34.8
"945",945,"AFV12","Anathema","C7","D","S",21,8.2,7,0,"N",NA,NA,"2018-08-01",38.4,34.8,34.8
"946",946,"AFV12","Anathema","C2","D","S",18.2,0,0,0,"N",NA,NA,"2018-05-30",38.4,34.8,34.8
"947",947,"AFV12","Anathema","C10","D","N",6.1,0,0,0,"S",NA,NA,"2018-04-24",38.4,34.8,34.8
"948",948,"AFV12","Anathema","C7","D","S",21,8.2,7,0,"N",NA,NA,"2018-07-02",38.4,34.8,34.8
"949",949,"AFV12","Anathema","C4","D","N",22,0,0,0,"N",NA,NA,"2018-06-14",38.4,34.8,34.8
"950",950,"AFV12","Anathema","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",38.4,34.8,34.8
"951",951,"AFV12","Anathema","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",38.4,34.8,34.8
"952",952,"AFV12","Anathema","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",38.4,34.8,34.8
"953",953,"AFV12","Anathema","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",38.4,34.8,34.8
"954",954,"AFV12","Anathema","C5","P","N",0,0,0,0,"N",NA,NA,"2018-05-30",38.4,34.8,34.8
"955",955,"AFV12","Anathema","C6","P","S",30,17,0,0,"S",NA,NA,"2018-08-01",38.4,34.8,34.8
"956",956,"AFV12","Anathema","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",38.4,34.8,34.8
"957",957,"AFV12","Anathema","C6","D","S",30,17,0,0,"N",NA,NA,"2018-07-02",38.4,34.8,34.8
"958",958,"AFV12","Anathema","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",38.4,34.8,34.8
"959",959,"AFV12","Anathema","C9","S","N",0,0,0,0,"N",NA,NA,"2018-05-30",38.4,34.8,34.8
"960",960,"AFV12","Anathema","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",38.4,34.8,34.8
"961",961,"AFV12","Anathema","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",38.4,34.8,34.8
"962",962,"AFV12","Anathema","C3","P","S",7,0,0,0,"N",NA,NA,"2018-06-14",38.4,34.8,34.8
"963",963,"AFV12","Anathema","C3","D","S",7,0,0,0,"N",NA,NA,"2018-05-09",38.4,34.8,34.8
"964",964,"AFV12","Anathema","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",38.4,34.8,34.8
"965",965,"AFV12","Anathema","C4","D","N",22,0,0,0,"N",NA,NA,"2018-05-30",38.4,34.8,34.8
"966",966,"AFV12","Anathema","C4","D","N",22,0,0,0,"N",NA,NA,"2018-07-02",38.4,34.8,34.8
"967",967,"AFV12","Anathema","C3","P","S",7,0,0,0,"S",NA,NA,"2018-05-30",38.4,34.8,34.8
"968",968,"AFV12","Anathema","C4","P","N",22,0,0,0,"S",NA,NA,"2018-08-01",38.4,34.8,34.8
"969",969,"AFV12","Anathema","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",38.4,34.8,34.8
"970",970,"AFV12","Anathema","C9","S","N",0,0,0,0,"N",NA,NA,"2018-07-02",38.4,34.8,34.8
"971",971,"AFV12","Anathema","C7","D","S",15.5,0,0,0,"S",NA,NA,"2018-04-24",38.4,34.8,34.8
"972",972,"AFV12","Anathema","C5","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",38.4,34.8,34.8
"973",973,"AFV12","Anathema","C8","P","N",0,0,0,0,"N",NA,NA,"2018-05-16",38.4,34.8,34.8
"974",974,"AFV12","Anathema","C2","D","S",18.2,0,0,0,"N",NA,NA,"2018-08-01",38.4,34.8,34.8
"975",975,"AFV12","Anathema","C1","P","N",0,0,0,0,"N",NA,NA,"2018-05-30",38.4,34.8,34.8
"976",976,"AFV12","Anathema","C10","D","N",6.1,0,0,0,"N",NA,NA,"2018-05-02",38.4,34.8,34.8
"977",977,"AFV12","Anathema","C9","S","N",0,0,0,0,"N",NA,NA,"2018-06-14",38.4,34.8,34.8
"978",978,"AFV12","Anathema","C9","S","N",0,0,0,0,"N",NA,NA,"2018-05-16",38.4,34.8,34.8
"979",979,"AFV12","Anathema","C5","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",38.4,34.8,34.8
"980",980,"AFV12","Anathema","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",38.4,34.8,34.8
"981",981,"AFV12","Anathema","C5","P","N",0,0,0,0,"S",NA,NA,"2018-05-09",38.4,34.8,34.8
"982",982,"AFV12","Anathema","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",38.4,34.8,34.8
"983",983,"AFV12","Anathema","C3","D","S",7,0,0,0,"N",NA,NA,"2018-05-16",38.4,34.8,34.8
"984",984,"AFV12","Anathema","C9","S","N",0,0,0,0,"S",NA,NA,"2018-05-09",38.4,34.8,34.8
"985",985,"AFV12","Anathema","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",38.4,34.8,34.8
"986",986,"AFV12","Anathema","C8","P","N",0,0,0,0,"N",NA,NA,"2018-05-30",38.4,34.8,34.8
"987",987,"AFV12","Anathema","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",38.4,34.8,34.8
"988",988,"AFV12","Anathema","C3","P","S",7,0,0,0,"N",NA,NA,"2018-07-02",38.4,34.8,34.8
"989",989,"AFV12","Anathema","C3","P","S",7,0,0,0,"N",NA,NA,"2018-08-01",38.4,34.8,34.8
"990",990,"AFV12","Anathema","C9","S","N",0,0,0,0,"N",NA,NA,"2018-08-01",38.4,34.8,34.8
"991",991,"AFV13","Centro de Visitantes","C1","D","N",14,0,0,0,"N",NA,NA,"2018-05-09",61,60,50
"992",992,"AFV13","Centro de Visitantes","C6","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",61,60,50
"993",993,"AFV13","Centro de Visitantes","C8","D","S",28,0,0,0,"N",NA,NA,"2018-05-02",61,60,50
"994",994,"AFV13","Centro de Visitantes","C3","P","N",0,0,0,0,"S",NA,NA,"2018-05-02",61,60,50
"995",995,"AFV13","Centro de Visitantes","C1","P","N",19,0,0,0,"N",NA,NA,"2018-06-14",61,60,50
"996",996,"AFV13","Centro de Visitantes","C10","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",61,60,50
"997",997,"AFV13","Centro de Visitantes","C8","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",61,60,50
"998",998,"AFV13","Centro de Visitantes","C6","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",61,60,50
"999",999,"AFV13","Centro de Visitantes","C9","D","S",41.3,0,0,0,"S",NA,NA,"2018-04-20",61,60,50
"1000",1000,"AFV13","Centro de Visitantes","C5","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",61,60,50
"1001",1001,"AFV13","Centro de Visitantes","C10","P","N",0,0,0,0,"N",NA,NA,"2018-05-30",61,60,50
"1002",1002,"AFV13","Centro de Visitantes","C3","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",61,60,50
"1003",1003,"AFV13","Centro de Visitantes","C9","D","S",41.3,0,0,0,"N",NA,NA,"2018-05-09",61,60,50
"1004",1004,"AFV13","Centro de Visitantes","C1","D","N",14,0,0,0,"N",NA,NA,"2018-05-02",61,60,50
"1005",1005,"AFV13","Centro de Visitantes","C6","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",61,60,50
"1006",1006,"AFV13","Centro de Visitantes","C9","D","S",41.3,0,0,0,"N",NA,NA,"2018-06-14",61,60,50
"1007",1007,"AFV13","Centro de Visitantes","C4","D","N",13,0,0,0,"N",NA,NA,"2018-05-02",61,60,50
"1008",1008,"AFV13","Centro de Visitantes","C7","D","S",34,0,0,0,"S",NA,NA,"2018-05-02",61,60,50
"1009",1009,"AFV13","Centro de Visitantes","C2","P","N",33,0,0,0,"N",NA,NA,"2018-05-09",61,60,50
"1010",1010,"AFV13","Centro de Visitantes","C10","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",61,60,50
"1011",1011,"AFV13","Centro de Visitantes","C5","P","N",0,0,0,0,"N",NA,NA,"2018-05-16",61,60,50
"1012",1012,"AFV13","Centro de Visitantes","C3","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",61,60,50
"1013",1013,"AFV13","Centro de Visitantes","C7","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",61,60,50
"1014",1014,"AFV13","Centro de Visitantes","C6","D","S",42,0,0,0,"N",NA,NA,"2018-05-09",61,60,50
"1015",1015,"AFV13","Centro de Visitantes","C9","D","S",41.3,0,0,0,"N",NA,NA,"2018-05-30",61,60,50
"1016",1016,"AFV13","Centro de Visitantes","C6","P","N",0,0,0,0,"N",NA,NA,"2018-05-30",61,60,50
"1017",1017,"AFV13","Centro de Visitantes","C4","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",61,60,50
"1018",1018,"AFV13","Centro de Visitantes","C8","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",61,60,50
"1019",1019,"AFV13","Centro de Visitantes","C9","D","S",41.3,0,0,0,"N",NA,NA,"2018-07-02",61,60,50
"1020",1020,"AFV13","Centro de Visitantes","C2","P","N",33,0,0,0,"N",NA,NA,"2018-06-14",61,60,50
"1021",1021,"AFV13","Centro de Visitantes","C9","D","S",41.3,0,0,0,"N",NA,NA,"2018-04-24",61,60,50
"1022",1022,"AFV13","Centro de Visitantes","C7","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",61,60,50
"1023",1023,"AFV13","Centro de Visitantes","C3","P","N",0,0,0,0,"N",NA,NA,"2018-05-30",61,60,50
"1024",1024,"AFV13","Centro de Visitantes","C5","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",61,60,50
"1025",1025,"AFV13","Centro de Visitantes","C7","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",61,60,50
"1026",1026,"AFV13","Centro de Visitantes","C2","D","S",33,0,0,0,"S",NA,NA,"2018-04-20",61,60,50
"1027",1027,"AFV13","Centro de Visitantes","C2","P","N",33,0,0,0,"N",NA,NA,"2018-08-01",61,60,50
"1028",1028,"AFV13","Centro de Visitantes","C2","P","N",33,0,0,0,"N",NA,NA,"2018-05-02",61,60,50
"1029",1029,"AFV13","Centro de Visitantes","C10","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",61,60,50
"1030",1030,"AFV13","Centro de Visitantes","C9","D","S",41.3,0,0,0,"N",NA,NA,"2018-08-01",61,60,50
"1031",1031,"AFV13","Centro de Visitantes","C2","P","N",33,0,0,0,"N",NA,NA,"2018-05-30",61,60,50
"1032",1032,"AFV13","Centro de Visitantes","C2","P","N",33,0,0,0,"N",NA,NA,"2018-05-16",61,60,50
"1033",1033,"AFV13","Centro de Visitantes","C8","D","S",28,0,0,0,"S",NA,NA,"2018-04-24",61,60,50
"1034",1034,"AFV13","Centro de Visitantes","C6","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",61,60,50
"1035",1035,"AFV13","Centro de Visitantes","C5","P","N",0,0,0,0,"N",NA,NA,"2018-05-09",61,60,50
"1036",1036,"AFV13","Centro de Visitantes","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",61,60,50
"1037",1037,"AFV13","Centro de Visitantes","C8","P","N",0,0,0,0,"N",NA,NA,"2018-05-30",61,60,50
"1038",1038,"AFV13","Centro de Visitantes","C7","D","S",34,0,0,0,"N",NA,NA,"2018-05-09",61,60,50
"1039",1039,"AFV13","Centro de Visitantes","C8","P","N",0,0,0,0,"S",NA,NA,"2018-05-09",61,60,50
"1040",1040,"AFV13","Centro de Visitantes","C4","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",61,60,50
"1041",1041,"AFV13","Centro de Visitantes","C2","P","S",33,0,0,0,"S",NA,NA,"2018-04-24",61,60,50
"1042",1042,"AFV13","Centro de Visitantes","C3","D","S",19.5,0,0,0,"S",NA,NA,"2018-04-24",61,60,50
"1043",1043,"AFV13","Centro de Visitantes","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",61,60,50
"1044",1044,"AFV13","Centro de Visitantes","C5","D","S",14,0,0,0,"S",NA,NA,"2018-04-24",61,60,50
"1045",1045,"AFV13","Centro de Visitantes","C6","D","S",42,0,0,0,"S",NA,NA,"2018-05-02",61,60,50
"1046",1046,"AFV13","Centro de Visitantes","C4","D","N",13,0,0,0,"N",NA,NA,"2018-05-09",61,60,50
"1047",1047,"AFV13","Centro de Visitantes","C7","P","N",0,0,0,0,"N",NA,NA,"2018-05-30",61,60,50
"1048",1048,"AFV13","Centro de Visitantes","C5","P","N",0,0,0,0,"N",NA,NA,"2018-05-30",61,60,50
"1049",1049,"AFV13","Centro de Visitantes","C2","P","N",33,0,0,0,"N",NA,NA,"2018-07-02",61,60,50
"1050",1050,"AFV13","Centro de Visitantes","C5","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",61,60,50
"1051",1051,"AFV13","Centro de Visitantes","C10","D","S",9,0,0,0,"N",NA,NA,"2018-05-02",61,60,50
"1052",1052,"AFV13","Centro de Visitantes","C8","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",61,60,50
"1053",1053,"AFV13","Centro de Visitantes","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",61,60,50
"1054",1054,"AFV13","Centro de Visitantes","C9","D","S",41.3,0,0,0,"N",NA,NA,"2018-05-16",61,60,50
"1055",1055,"AFV13","Centro de Visitantes","C10","P","N",0,0,0,0,"S",NA,NA,"2018-05-09",61,60,50
"1056",1056,"AFV13","Centro de Visitantes","C6","P","N",0,0,0,0,"S",NA,NA,"2018-05-16",61,60,50
"1057",1057,"AFV13","Centro de Visitantes","C4","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",61,60,50
"1058",1058,"AFV13","Centro de Visitantes","C5","P","N",0,0,0,0,"S",NA,NA,"2018-05-02",61,60,50
"1059",1059,"AFV13","Centro de Visitantes","C10","P","N",0,0,0,0,"N",NA,NA,"2018-05-16",61,60,50
"1060",1060,"AFV13","Centro de Visitantes","C8","P","N",0,0,0,0,"N",NA,NA,"2018-05-16",61,60,50
"1061",1061,"AFV13","Centro de Visitantes","C1","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",61,60,50
"1062",1062,"AFV13","Centro de Visitantes","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",61,60,50
"1063",1063,"AFV13","Centro de Visitantes","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",61,60,50
"1064",1064,"AFV13","Centro de Visitantes","C10","D","S",9,0,0,0,"S",NA,NA,"2018-04-24",61,60,50
"1065",1065,"AFV13","Centro de Visitantes","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",61,60,50
"1066",1066,"AFV13","Centro de Visitantes","C3","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",61,60,50
"1067",1067,"AFV13","Centro de Visitantes","C3","P","N",0,0,0,0,"N",NA,NA,"2018-05-16",61,60,50
"1068",1068,"AFV13","Centro de Visitantes","C1","D","S",14,0,0,0,"S",NA,NA,"2018-04-24",61,60,50
"1069",1069,"AFV13","Centro de Visitantes","C9","D","S",41.3,0,0,0,"N",NA,NA,"2018-05-02",61,60,50
"1070",1070,"AFV13","Centro de Visitantes","C6","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",61,60,50
"1071",1071,"AFV13","Centro de Visitantes","C1","P","N",19,0,0,0,"N",NA,NA,"2018-05-30",61,60,50
"1072",1072,"AFV13","Centro de Visitantes","C7","P","N",0,0,0,0,"S",NA,NA,"2018-05-16",61,60,50
"1073",1073,"AFV13","Centro de Visitantes","C1","P","N",19,0,0,0,"N",NA,NA,"2018-08-01",61,60,50
"1074",1074,"AFV13","Centro de Visitantes","C1","P","N",19,0,0,0,"S",NA,NA,"2018-05-16",61,60,50
"1075",1075,"AFV13","Centro de Visitantes","C1","P","N",19,0,0,0,"N",NA,NA,"2018-07-02",61,60,50
"1076",1076,"AFV13","Centro de Visitantes","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",61,60,50
"1077",1077,"AFV13","Centro de Visitantes","C3","P","N",0,0,0,0,"N",NA,NA,"2018-05-09",61,60,50
"1078",1078,"AFV13","Centro de Visitantes","C4","D","N",13,0,0,0,"S",NA,NA,"2018-04-24",61,60,50
"1079",1079,"AFV13","Centro de Visitantes","C4","P","N",0,0,0,0,"S",NA,NA,"2018-05-16",61,60,50
"1080",1080,"AFV13","Centro de Visitantes","C4","P","N",0,0,0,0,"N",NA,NA,"2018-05-30",61,60,50
"1081",1081,"AFV14","Capela","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",23,23,22
"1082",1082,"AFV14","Capela","C2","D","S",26.6,0,0,0,"N",NA,NA,"2018-08-01",23,23,22
"1083",1083,"AFV14","Capela","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",23,23,22
"1084",1084,"AFV14","Capela","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",23,23,22
"1085",1085,"AFV14","Capela","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",23,23,22
"1086",1086,"AFV14","Capela","C5","S","N",21,0,0,0,"N",NA,NA,"2018-06-14",23,23,22
"1087",1087,"AFV14","Capela","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",23,23,22
"1088",1088,"AFV14","Capela","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",23,23,22
"1089",1089,"AFV14","Capela","C9","S","N",14,0,0,0,"N",NA,NA,"2018-05-16",23,23,22
"1090",1090,"AFV14","Capela","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",23,23,22
"1091",1091,"AFV14","Capela","C9","S","N",14,0,0,0,"N",NA,NA,"2018-06-14",23,23,22
"1092",1092,"AFV14","Capela","C9","S","N",14,0,0,0,"N",NA,NA,"2018-05-02",23,23,22
"1093",1093,"AFV14","Capela","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",23,23,22
"1094",1094,"AFV14","Capela","C3","S","N",0,0,0,0,"S",NA,NA,"2018-07-02",23,23,22
"1095",1095,"AFV14","Capela","C9","S","N",14,0,0,0,"N",NA,NA,"2018-05-30",23,23,22
"1096",1096,"AFV14","Capela","C2","D","S",26.6,0,0,0,"N",NA,NA,"2018-06-14",23,23,22
"1097",1097,"AFV14","Capela","C7","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",23,23,22
"1098",1098,"AFV14","Capela","C10","S","N",0,0,0,0,"N",NA,NA,"2018-08-01",23,23,22
"1099",1099,"AFV14","Capela","C9","S","N",14,0,0,0,"N",NA,NA,"2018-05-09",23,23,22
"1100",1100,"AFV14","Capela","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",23,23,22
"1101",1101,"AFV14","Capela","C8","D","S",16,0,0,0,"N",NA,NA,"2018-05-09",23,23,22
"1102",1102,"AFV14","Capela","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",23,23,22
"1103",1103,"AFV14","Capela","C6","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",23,23,22
"1104",1104,"AFV14","Capela","C1","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",23,23,22
"1105",1105,"AFV14","Capela","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",23,23,22
"1106",1106,"AFV14","Capela","C1","S","N",0,0,0,0,"S",NA,NA,"2018-08-01",23,23,22
"1107",1107,"AFV14","Capela","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",23,23,22
"1108",1108,"AFV14","Capela","C3","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",23,23,22
"1109",1109,"AFV14","Capela","C7","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",23,23,22
"1110",1110,"AFV14","Capela","C4","D","S",12.2,0,0,0,"N",NA,NA,"2018-05-09",23,23,22
